RecordID,Timestamp,Latitude,Longitude,AreaType,WeatherConditions,TimeOfDay,MovementPatterns,ThermalAnomalies,UnusualObjectsDetected,ObjectType,SoundAnomalies,ElectromagneticSignals,ProximityToSensitiveAreas,RecentActivityLevel,VehicleDensity,HumanPresence,StructureChangeDetection,PastCriminalActivity,ProximityToMilitaryInstallations,LawEnforcementPresence,SuspiciousActivityDetected,Distance (km),NearestMilitaryCamp
296,2023-12-30 14:14:00,32.66725629455996,72.85171870026986,urban,windy,morning,moving_slow,no,no,sniper,no,none,no,low,4,87,no,no,yes,high,1,7.42,Baramulla Post
297,2023-02-10 16:52:00,32.887994708511656,73.00157762459439,border_zone,rainy,afternoon,moving_fast,no,no,unknown,no,strong,no,high,0,187,yes,yes,no,low,0,21.99,Baramulla Post
298,2023-12-12 15:53:00,35.15075740738361,74.12292407739046,rural,rainy,morning,hovering,no,yes,unknown,no,none,no,medium,15,20,no,no,yes,medium,1,19.46,Baramulla Post
299,2023-10-18 20:09:00,34.97239491490988,72.95001654507084,rural,rainy,morning,stationary,yes,no,none,no,strong,yes,medium,32,131,no,no,yes,low,1,34.14,Jammu Camp
300,2023-02-11 18:37:00,34.33612923221072,73.43420500203173,rural,rainy,afternoon,moving_fast,yes,yes,drone,yes,strong,no,medium,4,111,no,no,yes,low,1,36.69,Jammu Camp
301,2023-03-12 09:02:00,34.26916938456521,73.25422367221597,forest,foggy,morning,stationary,no,yes,unknown,no,weak,no,low,45,155,yes,yes,no,medium,0,8.88,Kupwara Base
302,2023-03-02 08:43:00,34.86703840791217,72.95657814871014,border_zone,rainy,evening,moving_slow,yes,no,missile,yes,none,no,high,20,133,no,yes,yes,low,1,13.8,Kupwara Base
303,2023-10-04 02:22:00,34.290892093937394,74.95035511889753,border_zone,foggy,evening,stationary,no,yes,drone,yes,none,no,low,30,189,yes,yes,yes,medium,1,21.88,Kupwara Base
304,2023-09-12 11:41:00,32.90570176912393,73.40537793165932,urban,clear,morning,stationary,no,no,missile,yes,weak,no,medium,40,2,no,no,no,medium,1,8.51,Kupwara Base
305,2023-01-31 03:16:00,32.71712886334155,72.53121280111519,urban,foggy,night,moving_fast,yes,yes,none,yes,weak,yes,high,43,155,yes,no,yes,low,0,20.97,Kupwara Base
306,2023-07-02 02:09:00,34.77859275402103,73.12330524194654,rural,clear,evening,hovering,no,no,sniper,yes,none,yes,medium,13,125,no,no,no,high,0,41.28,Jammu Camp
307,2023-08-14 01:58:00,34.78536428064835,74.86198483045173,forest,clear,evening,stationary,yes,no,drone,yes,none,yes,medium,9,145,no,no,no,low,1,14.67,Jammu Camp
308,2023-01-27 01:56:00,33.16917765157847,75.49265311281079,rural,clear,afternoon,moving_slow,no,no,sniper,yes,strong,no,low,7,94,yes,yes,yes,high,1,2.54,Srinagar Base
309,2023-09-29 03:14:00,34.59976652698346,73.09894031479939,rural,foggy,afternoon,stationary,yes,yes,drone,yes,none,no,high,34,169,no,yes,yes,high,0,24.92,Srinagar Base
310,2023-08-04 03:46:00,34.172124154282585,73.71063256358997,rural,clear,afternoon,moving_slow,no,yes,sniper,no,strong,yes,high,21,169,yes,no,yes,medium,1,48.98,Srinagar Base
311,2023-04-15 19:22:00,32.74037602672979,75.18274736202443,mountain,clear,evening,stationary,no,yes,missile,yes,strong,no,high,40,88,yes,yes,no,high,1,48.57,Srinagar Base
312,2023-08-04 13:36:00,32.66626971721653,74.85526034744512,forest,foggy,afternoon,moving_fast,no,no,drone,no,none,no,high,34,134,yes,no,no,high,1,31.34,Srinagar Base
313,2023-02-05 13:11:00,33.86913164293647,74.18115792052954,border_zone,clear,morning,stationary,yes,no,none,no,none,no,low,44,91,no,yes,yes,low,0,29.99,Baramulla Post
314,2023-07-29 01:04:00,32.859083130856106,72.87942975793342,forest,cloudy,night,moving_slow,no,no,drone,yes,weak,no,high,0,123,no,no,no,medium,1,24.08,Jammu Camp
315,2023-07-25 03:14:00,34.025226710963636,75.13960152948272,urban,windy,evening,stationary,yes,yes,drone,no,none,yes,medium,3,133,no,no,no,low,0,5.16,Kupwara Base
316,2023-01-12 00:34:00,34.626968364081804,73.39838753894881,border_zone,windy,afternoon,moving_fast,yes,no,none,no,none,no,medium,12,45,yes,no,no,low,1,33.71,Baramulla Post
317,2023-04-29 14:53:00,35.37509469490521,75.30538676672856,forest,cloudy,afternoon,stationary,yes,no,missile,yes,weak,yes,low,19,44,no,yes,no,high,1,20.64,Srinagar Base
318,2023-03-09 19:27:00,34.649482011190656,74.66948891978214,forest,cloudy,night,moving_slow,no,yes,sniper,yes,weak,no,high,45,93,no,no,yes,medium,1,12.65,Kupwara Base
319,2023-04-09 19:27:00,35.09378664243967,74.16388848799606,border_zone,clear,morning,moving_slow,no,yes,unknown,no,weak,yes,low,50,110,yes,no,no,medium,1,38.96,Srinagar Base
320,2023-03-19 08:15:00,33.19338632326702,72.52112369916391,mountain,rainy,evening,hovering,no,no,drone,no,weak,no,low,48,17,no,no,yes,high,1,21.99,Baramulla Post
321,2023-09-17 02:23:00,32.93394357404267,73.33529265982489,urban,windy,morning,moving_slow,yes,yes,missile,yes,none,yes,low,0,163,no,yes,no,low,1,44.05,Jammu Camp
322,2023-12-20 06:38:00,32.62593326522926,72.6354800687963,border_zone,cloudy,morning,stationary,no,no,none,no,weak,no,high,33,73,yes,yes,yes,high,0,28.82,Jammu Camp
323,2023-07-19 07:03:00,34.40397027007543,74.63909781219087,forest,foggy,morning,stationary,yes,no,none,no,none,no,high,31,8,no,no,yes,high,0,10.72,Kupwara Base
324,2023-07-13 07:06:00,33.483595694052816,72.66186286468381,rural,foggy,morning,moving_fast,no,no,unknown,no,strong,no,low,5,176,yes,yes,yes,medium,0,0.13,Kupwara Base
325,2023-10-14 11:25:00,35.34553516366205,74.41961999866376,forest,foggy,morning,stationary,no,yes,drone,yes,strong,yes,medium,37,22,no,no,yes,low,1,23.24,Jammu Camp
326,2023-09-04 22:51:00,33.93223710338922,73.33090089642884,urban,rainy,afternoon,moving_fast,no,no,unknown,no,strong,no,low,0,121,yes,yes,yes,medium,0,20.28,Baramulla Post
327,2023-07-15 06:58:00,32.93883071763226,73.13299613279358,border_zone,windy,morning,moving_slow,yes,yes,unknown,yes,weak,yes,low,49,195,yes,yes,no,low,1,7.74,Jammu Camp
328,2023-12-29 16:04:00,35.205634991262905,73.89032521989593,rural,windy,morning,stationary,no,yes,none,yes,none,yes,low,13,175,yes,yes,no,medium,0,9.02,Srinagar Base
329,2023-06-27 02:35:00,35.31125200658238,73.12305067939202,mountain,foggy,afternoon,hovering,yes,no,drone,no,none,no,high,31,168,yes,no,no,high,0,5.94,Srinagar Base
330,2023-07-06 11:26:00,33.133976100148615,73.13090910984988,urban,rainy,evening,moving_slow,yes,yes,missile,no,strong,no,medium,13,145,no,no,no,low,0,20.13,Srinagar Base
331,2023-10-19 11:00:00,33.357617959460164,73.55403513984237,urban,foggy,evening,stationary,yes,no,drone,no,none,yes,high,50,47,no,no,no,high,1,41.62,Baramulla Post
332,2023-09-08 11:54:00,33.592576595354245,73.25525815775427,mountain,foggy,night,stationary,yes,no,missile,yes,weak,no,medium,7,54,yes,yes,yes,high,1,11.39,Baramulla Post
333,2023-01-01 17:22:00,33.989513764433234,74.7156936626303,mountain,rainy,morning,hovering,yes,yes,none,yes,none,yes,low,41,185,yes,yes,yes,low,1,1.77,Srinagar Base
334,2023-09-20 11:57:00,33.90836893234518,75.03368707943805,mountain,rainy,afternoon,moving_fast,no,yes,sniper,no,weak,no,high,0,146,yes,no,yes,high,1,20.5,Kupwara Base
335,2023-07-12 12:53:00,32.769295523035765,73.2031278868994,rural,clear,evening,stationary,no,yes,drone,no,none,no,high,19,176,no,yes,yes,low,1,28.77,Baramulla Post
336,2023-12-17 17:26:00,33.727460335430635,72.87346046788232,mountain,clear,afternoon,moving_fast,yes,yes,none,yes,none,no,medium,22,139,no,yes,yes,medium,1,0.24,Srinagar Base
337,2023-12-09 03:10:00,33.05591232544796,74.59464855283986,rural,rainy,evening,moving_slow,no,yes,unknown,no,strong,yes,high,22,60,no,no,no,medium,1,15.42,Srinagar Base
338,2023-03-23 15:03:00,34.122373062663335,72.59670459136522,urban,cloudy,morning,moving_slow,no,yes,unknown,no,weak,yes,low,39,191,yes,no,no,medium,0,34.16,Srinagar Base
339,2023-12-05 07:04:00,34.471468102789274,74.07451336868074,urban,cloudy,afternoon,stationary,no,no,none,yes,strong,yes,medium,7,0,no,no,yes,low,0,27.04,Jammu Camp
340,2023-02-03 22:22:00,34.62754287623001,73.5719635251637,rural,cloudy,morning,moving_slow,yes,yes,missile,no,weak,no,medium,40,81,no,yes,yes,low,0,34.7,Kupwara Base
341,2023-07-08 04:40:00,34.25048917806965,75.0866953345988,border_zone,foggy,night,stationary,yes,yes,missile,yes,weak,yes,high,26,56,no,yes,no,medium,0,42.69,Baramulla Post
342,2023-02-02 19:02:00,33.663443400725406,74.78099229366967,urban,cloudy,afternoon,moving_slow,no,yes,drone,no,weak,yes,medium,4,63,yes,no,no,low,0,48.68,Srinagar Base
343,2023-04-04 07:26:00,32.97055867860186,73.97081380737556,border_zone,cloudy,night,hovering,yes,yes,sniper,no,strong,yes,high,22,187,no,yes,no,low,0,3.33,Jammu Camp
344,2023-02-12 07:31:00,33.29522644683271,74.94475988753447,border_zone,rainy,morning,moving_fast,yes,no,missile,yes,strong,yes,high,49,27,yes,no,no,medium,0,44.05,Kupwara Base
345,2023-05-02 19:29:00,33.36553254893161,74.95218781264701,forest,cloudy,night,moving_fast,yes,yes,drone,no,weak,no,low,36,52,no,yes,yes,high,1,34.41,Baramulla Post
346,2023-12-14 20:26:00,33.22539683824782,72.60281525236013,mountain,windy,evening,hovering,no,no,drone,no,none,no,medium,50,5,yes,yes,yes,low,1,4.8,Jammu Camp
347,2023-04-05 10:10:00,33.13158575659722,73.37853325598117,mountain,cloudy,evening,moving_slow,yes,no,missile,no,weak,yes,low,22,11,no,no,yes,high,0,22.45,Srinagar Base
348,2023-12-26 20:12:00,32.66768184166399,72.58697863290814,forest,rainy,night,moving_fast,no,no,drone,no,strong,yes,low,33,186,no,no,no,medium,0,48.83,Baramulla Post
349,2023-08-30 23:30:00,33.71475642155708,75.36211814472239,forest,cloudy,evening,moving_fast,yes,no,drone,yes,strong,yes,low,42,199,yes,no,yes,low,0,18.86,Jammu Camp
350,2023-04-24 06:18:00,32.671011592462705,73.8332713666024,rural,foggy,night,hovering,no,yes,sniper,no,weak,yes,medium,46,61,no,yes,no,low,0,25.37,Kupwara Base
351,2023-02-28 12:52:00,34.67876282138737,73.79915324995696,urban,rainy,night,stationary,yes,no,drone,yes,weak,no,low,40,192,no,yes,yes,low,1,5.15,Baramulla Post
352,2023-08-12 22:33:00,34.63941343410788,72.68006854304032,rural,rainy,morning,moving_fast,no,yes,sniper,no,strong,no,low,20,10,yes,yes,no,high,1,21.32,Kupwara Base
353,2023-09-12 23:22:00,33.15677152456219,73.80570444014725,mountain,rainy,afternoon,moving_fast,no,no,missile,yes,strong,yes,medium,26,77,no,no,yes,low,1,26.89,Kupwara Base
354,2023-03-03 17:28:00,33.524358743262866,75.0708166587784,border_zone,clear,morning,stationary,no,no,unknown,yes,none,yes,low,29,87,no,yes,yes,medium,0,32.77,Baramulla Post
355,2023-07-24 13:21:00,34.48059518673577,72.55428734876043,urban,windy,afternoon,stationary,yes,yes,missile,yes,strong,yes,medium,41,143,no,yes,no,high,0,21.07,Baramulla Post
356,2023-05-17 06:27:00,33.8460261471177,73.86471450589755,mountain,foggy,evening,moving_fast,yes,no,none,no,none,no,high,28,55,no,yes,no,medium,1,30.98,Baramulla Post
357,2023-03-10 05:18:00,32.89949407486756,75.48303999639543,rural,foggy,evening,moving_fast,yes,yes,drone,no,strong,yes,high,29,135,yes,no,yes,medium,1,2.07,Kupwara Base
358,2023-01-17 19:24:00,32.55554179300655,74.22674950792407,forest,foggy,evening,moving_slow,no,no,sniper,yes,none,yes,high,45,23,no,yes,yes,high,1,29.57,Jammu Camp
359,2023-05-22 03:12:00,32.71652659895576,74.9904925833199,rural,clear,night,moving_slow,no,yes,none,yes,strong,yes,high,17,105,no,yes,yes,high,0,12.97,Jammu Camp
360,2023-02-18 04:37:00,33.32033588020139,73.75007907284372,rural,rainy,afternoon,stationary,yes,yes,unknown,yes,none,no,high,19,0,yes,yes,yes,medium,0,16.25,Srinagar Base
361,2023-01-31 08:04:00,34.75782087563577,72.58706338211974,border_zone,cloudy,evening,moving_slow,no,no,drone,no,none,yes,medium,23,120,no,yes,no,high,1,36.98,Baramulla Post
362,2023-07-22 08:54:00,33.12177173420927,75.01104507659414,mountain,rainy,evening,moving_slow,no,yes,drone,no,weak,yes,medium,37,19,no,no,yes,low,0,20.57,Srinagar Base
363,2023-04-29 11:13:00,32.73371667430343,73.46151448643054,rural,clear,night,moving_slow,no,yes,drone,no,weak,no,medium,31,157,yes,no,yes,low,1,10.16,Baramulla Post
364,2023-03-18 00:13:00,32.63591137711963,73.54899702544968,border_zone,clear,morning,moving_slow,yes,no,none,no,strong,no,low,41,108,no,no,yes,high,0,36.31,Baramulla Post
365,2023-04-03 11:15:00,32.64681361634816,73.77408416803056,rural,windy,morning,moving_slow,yes,yes,drone,yes,none,yes,medium,18,51,no,no,yes,low,0,4.82,Jammu Camp
366,2023-06-24 16:46:00,32.50664935186815,74.11556625049052,mountain,foggy,evening,moving_slow,yes,no,none,no,strong,yes,medium,15,17,no,yes,no,medium,1,40.11,Jammu Camp
367,2023-03-07 18:36:00,33.216782239514366,74.74272969966115,border_zone,windy,afternoon,moving_fast,yes,yes,sniper,no,none,yes,high,5,38,no,yes,yes,low,0,13.83,Baramulla Post
368,2023-09-18 00:23:00,33.1092658565557,73.05627568258328,forest,rainy,night,moving_slow,no,no,missile,no,strong,no,high,31,11,no,no,no,medium,1,49.94,Kupwara Base
369,2023-10-09 12:59:00,32.92532698792204,75.15661124049747,mountain,rainy,morning,hovering,no,no,drone,no,none,no,high,9,182,no,yes,no,medium,1,32.89,Baramulla Post
370,2023-03-29 22:55:00,33.769643832923904,74.73288878843638,forest,foggy,night,hovering,no,no,unknown,yes,strong,yes,high,49,135,no,no,no,low,0,6.34,Baramulla Post
371,2023-02-26 10:07:00,33.33800959796812,72.86051521333816,forest,windy,evening,stationary,no,no,unknown,no,strong,no,medium,35,134,no,yes,yes,medium,0,0.6,Baramulla Post
372,2023-10-07 13:56:00,35.029398872785386,74.43511029317317,rural,windy,afternoon,moving_fast,no,no,missile,no,none,yes,high,3,173,yes,yes,yes,low,1,46.76,Kupwara Base
373,2023-06-08 09:01:00,32.89359317143328,72.51293223763481,mountain,rainy,night,hovering,yes,no,sniper,no,strong,yes,medium,30,67,yes,no,yes,medium,0,40.0,Srinagar Base
374,2023-07-04 10:30:00,32.75153341300323,74.84024734119453,urban,cloudy,afternoon,moving_slow,no,no,drone,yes,none,no,high,11,195,yes,yes,no,low,0,11.92,Baramulla Post
375,2023-10-01 12:11:00,33.02182844168663,73.99010076536344,forest,rainy,morning,moving_fast,no,no,unknown,no,none,no,low,23,37,yes,yes,yes,medium,0,34.42,Srinagar Base
376,2023-01-13 02:07:00,33.82154320263239,73.92064390301576,rural,cloudy,evening,hovering,yes,no,missile,yes,weak,no,high,6,80,yes,no,no,low,1,26.66,Jammu Camp
377,2023-07-11 20:55:00,34.03723649727504,73.95372261448355,forest,windy,afternoon,moving_slow,yes,yes,none,yes,none,yes,high,39,72,no,no,yes,high,0,34.13,Srinagar Base
378,2023-04-25 16:06:00,34.33197752854054,72.65516508181334,forest,windy,afternoon,moving_slow,no,yes,sniper,no,none,no,medium,24,89,no,yes,yes,medium,0,20.13,Jammu Camp
379,2023-06-29 06:01:00,32.54155339768073,75.21836844527283,mountain,windy,morning,moving_fast,yes,no,sniper,yes,strong,no,medium,29,144,no,no,yes,high,0,48.19,Baramulla Post
380,2023-12-13 13:32:00,35.45664036168014,75.28882115848934,border_zone,foggy,morning,stationary,yes,yes,missile,no,strong,yes,medium,44,62,no,no,yes,high,1,47.07,Kupwara Base
381,2023-11-03 12:40:00,32.810765718792034,74.51049881105256,urban,clear,night,moving_slow,no,no,missile,no,weak,no,high,34,157,yes,no,yes,low,0,10.28,Kupwara Base
382,2023-02-11 14:36:00,32.68494341290615,74.16816566514018,forest,windy,morning,stationary,no,no,unknown,no,weak,no,low,41,60,no,yes,no,medium,0,8.61,Jammu Camp
383,2023-02-08 08:02:00,34.07042266816949,75.306851638076,forest,foggy,evening,stationary,yes,no,missile,no,strong,no,low,8,106,no,no,no,low,0,11.58,Kupwara Base
384,2023-03-20 15:00:00,34.91859259382631,73.1971136410503,mountain,cloudy,morning,stationary,yes,no,none,no,strong,yes,low,48,11,yes,no,yes,high,1,45.04,Kupwara Base
385,2023-12-28 00:51:00,34.5240473840024,75.17029235620882,urban,foggy,afternoon,moving_slow,no,yes,missile,no,strong,yes,high,33,175,yes,no,no,low,1,24.84,Jammu Camp
386,2023-07-02 04:48:00,34.605327013956696,75.24023020635822,forest,clear,evening,stationary,yes,no,drone,yes,none,yes,low,5,150,yes,yes,yes,low,1,12.6,Kupwara Base
387,2023-11-01 08:55:00,32.891480831316606,73.9776413262357,border_zone,rainy,afternoon,stationary,no,no,none,no,none,no,medium,25,107,yes,no,yes,medium,1,12.89,Kupwara Base
388,2023-06-02 03:53:00,33.51041768010608,72.62706637667064,mountain,rainy,night,hovering,yes,yes,missile,yes,strong,no,high,2,88,yes,no,no,high,1,22.43,Srinagar Base
389,2023-09-15 00:42:00,35.41531519126361,74.93549252024113,mountain,foggy,night,stationary,yes,no,sniper,no,strong,yes,low,19,54,yes,yes,no,low,0,34.0,Srinagar Base
390,2023-01-08 09:17:00,32.92101452252345,74.87413526518573,urban,rainy,evening,moving_fast,no,yes,missile,no,none,yes,low,23,146,no,no,no,high,1,33.22,Srinagar Base
391,2023-07-29 04:52:00,33.04266683755183,72.76871054419738,border_zone,rainy,night,moving_fast,no,yes,drone,no,weak,yes,medium,42,167,no,yes,yes,low,0,15.46,Baramulla Post
392,2023-05-23 07:40:00,35.354201530636026,73.48782888079107,mountain,cloudy,evening,hovering,no,no,none,yes,weak,no,high,11,172,no,no,no,low,0,35.22,Baramulla Post
393,2023-03-22 14:32:00,33.023009746854186,72.50595643737357,rural,cloudy,night,moving_slow,no,yes,none,yes,weak,yes,high,47,88,yes,yes,no,low,0,48.43,Jammu Camp
394,2023-01-26 06:32:00,34.5925083672415,73.28581832259715,mountain,windy,morning,stationary,yes,yes,sniper,yes,none,yes,low,36,3,yes,no,no,medium,0,2.11,Baramulla Post
395,2023-04-20 08:57:00,34.650434998954566,72.7203357618293,rural,foggy,night,moving_slow,no,no,drone,yes,weak,yes,medium,24,15,yes,no,yes,high,0,38.2,Jammu Camp
396,2023-03-22 00:43:00,32.5666921360619,74.44647361113029,border_zone,cloudy,morning,moving_slow,yes,yes,sniper,yes,strong,no,high,3,116,no,no,no,high,1,31.48,Srinagar Base
397,2023-12-12 11:49:00,33.09704994025246,74.88128348552615,forest,cloudy,night,moving_slow,yes,no,none,no,weak,no,high,49,42,yes,no,no,low,1,11.99,Jammu Camp
398,2023-05-21 12:27:00,34.31031344062055,75.3085585707091,border_zone,rainy,evening,moving_slow,yes,yes,sniper,yes,none,yes,medium,36,17,yes,no,no,medium,1,23.66,Srinagar Base
399,2023-07-06 07:03:00,34.64411265546286,73.0864823074708,urban,rainy,afternoon,hovering,yes,no,none,yes,none,yes,high,41,25,no,yes,yes,medium,0,36.39,Srinagar Base
400,2023-02-21 06:01:00,35.425249361583774,75.44686612711843,forest,rainy,afternoon,moving_slow,yes,no,none,no,none,no,low,33,185,no,yes,no,high,0,13.21,Baramulla Post
401,2023-05-23 13:59:00,35.30894272283682,72.95536616960138,mountain,windy,evening,moving_slow,yes,no,unknown,no,strong,no,low,27,29,no,yes,yes,medium,0,21.61,Srinagar Base
402,2023-06-19 21:47:00,35.367233098724014,74.434743868873,forest,cloudy,evening,stationary,yes,no,none,no,strong,yes,high,18,193,no,no,no,high,1,38.72,Jammu Camp
403,2023-04-29 05:53:00,33.945525251825096,73.04330235985395,rural,windy,evening,moving_fast,no,no,missile,yes,weak,no,low,13,59,yes,yes,yes,low,0,18.85,Jammu Camp
404,2023-12-13 00:56:00,35.0737902314964,74.73856878568384,mountain,windy,night,moving_fast,yes,yes,none,yes,weak,yes,medium,23,23,no,yes,yes,high,0,11.24,Srinagar Base
405,2023-11-21 00:03:00,34.259451516579745,74.9498730808201,forest,windy,afternoon,hovering,yes,no,unknown,yes,weak,no,medium,27,139,no,yes,no,low,0,31.15,Kupwara Base
406,2023-10-09 14:20:00,34.251874185277174,74.13413217798848,border_zone,cloudy,evening,moving_slow,no,no,missile,no,strong,yes,medium,9,148,yes,yes,yes,low,1,17.74,Srinagar Base
407,2023-05-26 17:50:00,33.7971210562665,73.3793984532388,border_zone,foggy,morning,stationary,yes,no,missile,no,weak,no,high,0,24,yes,no,yes,low,1,1.93,Kupwara Base
408,2023-09-02 01:59:00,34.650564322888115,74.02683602016562,border_zone,rainy,evening,moving_slow,no,yes,missile,yes,weak,yes,low,21,117,yes,no,no,high,0,37.65,Jammu Camp
409,2023-05-20 23:22:00,33.320646476037844,75.08371092660853,forest,foggy,evening,hovering,yes,yes,drone,no,strong,no,low,47,146,no,no,yes,low,1,43.41,Kupwara Base
410,2023-04-10 04:51:00,32.505089454823896,73.16371428527675,border_zone,clear,night,stationary,yes,no,drone,no,none,yes,high,30,55,no,yes,no,low,0,12.47,Baramulla Post
411,2023-08-02 12:02:00,35.24067108980876,73.95632340279832,mountain,windy,evening,moving_slow,yes,no,none,yes,none,yes,high,21,150,yes,no,no,low,1,8.44,Jammu Camp
412,2023-10-15 21:21:00,34.123883060157226,74.34507654272306,forest,rainy,evening,hovering,yes,no,unknown,no,weak,yes,medium,30,110,no,no,yes,high,1,14.85,Kupwara Base
413,2023-12-31 05:45:00,33.993944851987905,74.42216258760075,border_zone,rainy,afternoon,moving_fast,no,yes,missile,no,strong,yes,high,38,123,yes,yes,yes,low,0,18.47,Srinagar Base
414,2023-01-15 15:05:00,33.90984099325044,72.9844857768214,border_zone,windy,evening,hovering,yes,yes,unknown,no,weak,yes,medium,14,26,yes,yes,no,high,0,26.07,Baramulla Post
415,2023-09-20 09:29:00,35.26625904647501,73.86632358289422,forest,rainy,afternoon,hovering,yes,no,sniper,yes,strong,no,high,14,180,no,no,no,low,0,19.82,Srinagar Base
416,2023-04-08 00:13:00,34.658005014219256,73.77721703236524,rural,windy,morning,moving_fast,no,no,unknown,no,weak,no,high,15,97,no,yes,yes,low,1,44.73,Baramulla Post
417,2023-03-16 00:41:00,34.80909887098237,73.0551374618116,urban,cloudy,afternoon,moving_slow,no,no,sniper,yes,weak,yes,high,47,151,yes,yes,yes,high,1,6.31,Kupwara Base
418,2023-09-04 01:54:00,35.27919325953319,72.53928899974196,border_zone,clear,afternoon,moving_slow,yes,yes,none,yes,weak,yes,high,21,10,no,yes,yes,low,1,11.76,Baramulla Post
419,2023-07-01 21:15:00,34.1328482923157,73.89899917016862,rural,foggy,evening,moving_slow,yes,no,unknown,yes,strong,yes,low,34,186,no,yes,yes,low,1,38.98,Srinagar Base
420,2023-05-18 14:47:00,34.39757642348519,73.94235357405869,urban,clear,afternoon,moving_slow,yes,no,drone,no,weak,no,low,16,37,yes,no,yes,low,1,20.9,Srinagar Base
421,2023-07-14 04:26:00,32.97864907945994,75.17255263956046,rural,clear,evening,moving_fast,yes,no,sniper,yes,weak,yes,low,43,192,no,no,no,medium,0,17.83,Kupwara Base
422,2023-04-25 10:17:00,34.77015349098904,74.37481239800825,rural,rainy,afternoon,moving_fast,no,yes,drone,yes,none,no,medium,24,160,yes,yes,yes,high,0,17.71,Jammu Camp
423,2023-05-30 05:00:00,34.56879792520804,74.83517296885647,urban,cloudy,afternoon,moving_slow,no,yes,unknown,no,none,no,low,29,23,no,yes,yes,high,1,16.93,Baramulla Post
424,2023-03-30 22:00:00,34.62139074340148,74.02258767759993,border_zone,cloudy,evening,hovering,yes,yes,unknown,no,weak,yes,low,42,14,no,no,no,high,0,3.77,Srinagar Base
425,2023-10-20 03:02:00,34.92258114865347,72.99752894904152,urban,windy,evening,moving_fast,no,yes,sniper,yes,weak,yes,low,23,18,no,yes,yes,high,0,25.66,Jammu Camp
426,2023-04-27 05:38:00,32.50218309421403,74.95926015974678,border_zone,rainy,evening,moving_slow,yes,yes,unknown,no,weak,yes,high,8,90,no,yes,yes,medium,0,33.77,Srinagar Base
427,2023-07-20 03:43:00,34.56798278366094,73.80327263819467,forest,windy,morning,moving_fast,yes,no,unknown,yes,none,yes,low,42,73,yes,no,no,low,1,42.21,Srinagar Base
428,2023-10-23 11:08:00,33.9091102931303,74.80625284465593,rural,clear,night,moving_slow,yes,yes,drone,yes,weak,no,low,30,161,no,no,no,high,1,18.43,Srinagar Base
429,2023-04-29 00:20:00,34.17412511960724,74.91044618260165,border_zone,clear,night,moving_slow,no,yes,sniper,yes,strong,no,low,29,64,yes,no,no,medium,0,38.22,Kupwara Base
430,2023-12-18 15:39:00,34.99610544213655,72.5301546791792,forest,rainy,morning,hovering,no,no,none,no,strong,yes,low,49,87,no,no,no,medium,0,16.23,Srinagar Base
431,2023-05-23 19:24:00,32.75856555691223,75.1054120989262,mountain,foggy,night,moving_slow,yes,yes,none,yes,strong,yes,medium,40,117,yes,no,yes,high,0,24.7,Srinagar Base
432,2023-09-03 03:22:00,34.661596596638816,74.84796810549138,urban,clear,afternoon,stationary,yes,yes,drone,no,none,no,medium,10,48,yes,yes,no,high,1,42.98,Kupwara Base
433,2023-05-26 02:14:00,34.833922053566106,75.40484118623107,forest,rainy,evening,moving_fast,no,no,unknown,yes,none,no,medium,1,82,yes,yes,no,high,0,47.16,Baramulla Post
434,2023-11-19 17:32:00,33.73178480122743,72.96365736091161,mountain,rainy,night,hovering,no,yes,sniper,no,strong,no,medium,0,50,no,yes,no,low,0,12.35,Kupwara Base
435,2023-02-02 08:07:00,34.5830931088812,74.42893076147453,border_zone,rainy,night,moving_fast,no,yes,drone,no,strong,yes,medium,43,197,yes,yes,no,high,0,23.66,Jammu Camp
436,2023-03-29 19:55:00,32.985009611307994,75.49086391727663,rural,clear,morning,stationary,no,no,sniper,no,strong,yes,low,8,60,yes,no,no,high,1,5.44,Jammu Camp
437,2023-04-25 07:41:00,35.30597165414604,74.45102739603655,mountain,windy,night,moving_slow,no,yes,sniper,no,strong,no,medium,17,4,yes,yes,yes,low,0,12.47,Srinagar Base
438,2023-01-17 12:26:00,34.61513210179713,72.78586505564526,urban,rainy,evening,hovering,yes,no,none,yes,strong,no,low,8,67,yes,no,no,medium,0,30.45,Srinagar Base
439,2023-07-03 09:05:00,34.81447242414233,73.71343093717779,urban,foggy,afternoon,moving_slow,no,yes,unknown,yes,none,no,low,2,19,yes,yes,no,low,1,23.8,Baramulla Post
440,2023-08-20 09:57:00,33.19698760927006,74.3211095708754,urban,windy,evening,moving_slow,no,no,drone,no,strong,no,low,16,72,yes,yes,no,high,1,2.74,Baramulla Post
441,2023-11-27 17:38:00,34.82363929784648,73.84138788020205,rural,rainy,evening,moving_fast,yes,yes,missile,no,none,yes,medium,15,99,yes,no,no,low,1,16.99,Kupwara Base
442,2023-08-29 01:00:00,33.870833837887645,75.06871876000817,rural,cloudy,night,hovering,no,no,none,no,strong,no,high,2,162,no,yes,yes,medium,0,43.0,Jammu Camp
443,2023-07-30 14:30:00,34.71645248225041,74.07589202166227,forest,cloudy,evening,stationary,yes,no,sniper,yes,weak,yes,low,10,62,yes,yes,no,medium,0,4.42,Srinagar Base
